card,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,3,Derek Anderson,/wiki/Derek_Anderson_(fighter),Saad Awad,/wiki/Saad_Awad,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,1,Georgi Karakhanyan,/wiki/Georgi_Karakhanyan,Bubba Jenkins,/wiki/Bubba_Jenkins,KO (punch),,def.,00:53,Featherweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,2,A.J. McKee,/wiki/A.J._McKee,Cody Walker,N/A,Submission (guillotine choke),,def.,00:32,Featherweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,3,Joey Davis,/wiki/Joey_Davis,Keith Cutrone,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,2,Gabriel Green,N/A,Alex Trinidad,N/A,TKO (punches),,def.,02:01,Lightweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,3,Andy Murad,/wiki/Andy_Murad,Johnny Cisneros,/wiki/Johnny_Cisneros,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Catchweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,3,Jacob Rosales,N/A,Mike Segura,N/A,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,1,Chinzo Machida,N/A,Mario Navarro,N/A,TKO (punches),,def.,02:57,Featherweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,1,Jake Roberts,N/A,Stephen Martinez,N/A,TKO (punches),,def.,04:24,Lightweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,3,Steve Ramirez,N/A,Ron Henderson,N/A,Decision (Split),,def.,05:00,Flyweight,,,,,,,,,,,,,
,"Anaheim, California","August 26, 2016",Bellator 160: Henderson vs. Pitbull,1,David Duran,N/A,Kyle Estrada,N/A,KO/TKO,,def.,02:24,Flyweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,3,Cheick Kongo,/wiki/Cheick_Kongo,Tony Johnson,/wiki/Tony_Johnson_(fighter),"Decision (majority) (28-28, 29-28, 29-28)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,3,Joe Warren,/wiki/Joe_Warren_(fighter),Sirwan Kakai,/wiki/Sirwan_Kakai,Submission (guillotine choke),,def.,01:04,Bantamweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,3,Anastasia Yankova,N/A,Veta Arteaga,N/A,"Decision (split) (28-29 29-28, 29-28)",,def.,05:00,Women's Flyweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,3,Derek Campos,/wiki/Derek_Campos,Djamil Chan,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,1,Garrett Scott,N/A,Waylon Bronstrup,N/A,Submission (rear-naked choke),,def.,00:50,Welterweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,2,Emily Ducote,N/A,Kenya Miranda,N/A,Submission (armbar),,def.,04:37,Women's Flyweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,3,Daniel Pineda,/wiki/Daniel_Pineda_(fighter),Mark Dickman,N/A,Submission (rear-naked choke),,def.,02:07,Featherweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,1,Armando Villareal,N/A,Tommy Burghardt,N/A,Submission (rear-naked choke),,def.,02:08,Bantamweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,3,Matt Mazurek,N/A,Jose Guerra,N/A,Decision (split),,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,1,Rey Trujillo,N/A,James King,N/A,Submission (arm-triangle),,def.,01:20,Catchweight (153 lbs),,,,,,,,,,,,,
,"Cedar Park, Texas","September 16, 2016",Bellator 161: Kongo vs. Johnson,3,Nick Gonzalez,N/A,Warren Stewart,N/A,Decision (split),,def.,05:00,Catchweight (158 lbs),,,,,,,,,,,,,
,"Budapest, Hungary","September 17, 2016",Bellator Kickboxing 3: Budapest,5,ZoltÃ¡n LaszÃ¡k,N/A,Karim Ghajji,/wiki/Karim_Ghajji,Decision (unanimous),,def.,03:00,Welterweight (Kickboxing),,,,,,,,,,,,,
,"Budapest, Hungary","September 17, 2016",Bellator Kickboxing 3: Budapest,3,Raymond Daniels,/wiki/Raymond_Daniels_(martial_artist),Zsolt Benedek,N/A,Decision (unanimous),,def.,03:00,Welterweight (Kickboxing),,,,,,,,,,,,,
,"Budapest, Hungary","September 17, 2016",Bellator Kickboxing 3: Budapest,3,Denise Kielholtz,/wiki/Denise_Kielholtz,Renata Lantos,N/A,Decision (unanimous),,def.,03:00,Women's Flyweight (Kickboxing),,,,,,,,,,,,,
,"Budapest, Hungary","September 17, 2016",Bellator Kickboxing 3: Budapest,3,Alexandru Negrea,N/A,Ali El Ameri,N/A,Decision (unanimous),,def.,03:00,Catchweight (189 lbs),,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,2,Alexander Shlemenko,/wiki/Alexander_Shlemenko,Kendall Grove,/wiki/Kendall_Grove,TKO (punches),,def.,01:43,Middleweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,2,Bobby Lashley,/wiki/Bobby_Lashley,Josh Appelt,/wiki/Josh_Appelt,Submission (rear-naked choke),,def.,01:43,Heavyweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,1,Goiti Yamauchi,/wiki/Goiti_Yamauchi,Ryan Couture,/wiki/Ryan_Couture,Submission (armbar),,def.,01:01,Lightweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,1,Hisaki Kato,/wiki/Hisaki_Kato,A.J. Matthews,/wiki/A.J._Matthews,TKO (punches),,def.,04:58,Middleweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,3,Chase Gormley,/wiki/Chase_Gormley,Bobby Brents,N/A,"Decision (split) (28-29, 29-28, 29-28)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,2,Virgil Zwicker,/wiki/Virgil_Zwicker,Dan Charles,/wiki/Dan_Charles,TKO (strikes),,def.,04:31,Heavyweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,3,Julia Budd,/wiki/Julia_Budd,Arlene Blencowe,/wiki/Arlene_Blencowe,"Decision (majority) (29-29, 30-27, 29-27)",,def.,05:00,Women's Featherweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,3,Ricky Rainey,/wiki/Ricky_Rainey,Gilbert Smith,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,3,Steve Garcia,/wiki/Steve_Garcia,Ronnie Lawrence,N/A,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,1,Grady Hurley,N/A,Chad Cook,N/A,TKO (punches),,def.,02:29,Light Heavyweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,3,Wade Johnson,N/A,Tyler Hill,N/A,Submission (rear-naked choke),,def.,03:35,Welterweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,2,James Wallace,N/A,Jonathan Burdine,N/A,Submission (rear-naked choke),,def.,03:33,Lightweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,1,Eryk Anders,N/A,Brian White,N/A,TKO,,def.,00:23,Middleweight,,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,3,Jaleel Willis,N/A,Omar Johnson,N/A,Decision (unanimous),,def.,05:00,Catchweight (160 lbs.),,,,,,,,,,,,,
,"Memphis, Tennessee","October 21, 2016",Bellator 162: Shlemenko vs. Grove,3,Mike Wessel,/wiki/Mike_Wessel,Frank Tate,N/A,Decision (unanimous),,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,5,Phil Davis,/wiki/Phil_Davis_(fighter),Liam McGeary,/wiki/Liam_McGeary,"Decision (unanimous) (50-43, 50-45, 50-44)",,def.,05:00,Light heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,1,Brennan Ward,/wiki/Brennan_Ward,Saad Awad,/wiki/Saad_Awad,KO (punches),,def.,01:26,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,1,Neiman Gracie,/wiki/Neiman_Gracie,Rudy Bears,/wiki/Rudy_Bears,Submission (armbar),,def.,04:39,Catchweight (175 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,1,Javy Ayala,/wiki/Javy_Ayala,Sergei Kharitonov,/wiki/Sergei_Kharitonov,KO (punch),,def.,00:16,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,1,Hannah Regina,N/A,Sarah Payant,N/A,Submission (armbar),,def.,04:51,Women's Flyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,2,Tim Caron,N/A,Mike Zichelle,N/A,TKO (punches),,def.,01:22,Catchweight (195 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,2,Tyler King,N/A,Josh Diekmann,/wiki/Josh_Diekmann,Submission (rear-naked choke),,def.,01:39,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,1,Tyrell Fortune,N/A,Cody Miskell,N/A,TKO (knees & punches),,def.,02:22,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,1,Ed Ruth,/wiki/Ed_Ruth,Dustin Collins-Miles,N/A,TKO (punches),,def.,03:19,Catchweight (192 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,3,Carlos Correia,N/A,Ilya Kotau,N/A,"Decision (split) (30-27, 28-29, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,2,Vinicius De Jesus,N/A,James Boran,N/A,Submission (rear-naked choke),,def.,01:55,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,3,Blair Tugman,N/A,Walter Smith-Cotito,N/A,Decision (unanimous),,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","November 4, 2016",Bellator 163: McGeary vs. Davis,3,Thomas English,N/A,Christopher Foster,N/A,Decision (unanimous),,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,3,Douglas Lima,/wiki/Douglas_Lima,Andrey Koreshkov,/wiki/Andrey_Koreshkov,KO (punch),,def.,01:21,Welterweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Noad Lahat,/wiki/Noad_Lahat,Scott Cleve,/wiki/Scott_Cleve,Submission (rear-naked choke),,def.,02:26,Featherweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Georgi Karakhanyan,/wiki/Georgi_Karakhanyan,Kirill Medvedovsky,N/A,TKO (shoulder injury),,def.,03:40,Featherweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,3,Lena Ovchynnikova,/wiki/Lena_Ovchynnikova,Karla Benitez,N/A,Decision (unanimous),,def.,05:00,Women's Flyweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,3,Chen Shhori,N/A,Kfir Eittan,N/A,KO (knee),,def.,02:41,Light Heavyweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Moshe Rand,N/A,Haitham Kiuof,N/A,TKO (strikes),,def.,01:21,Welterweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Elazar Tariku,N/A,Rob Becker,N/A,Submission (keylock),,def.,03:44,Lightweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,3,Alex Trofimov,N/A,Sol Renato,N/A,Decision (split),,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Almog Shay,N/A,Vitaly Khmeinytsky,N/A,Submission (heel hook),,def.,01:45,Bantamweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Olga Rubin,N/A,Laurita Cibirite,N/A,TKO (strikes),,def.,03:12,Women's Featherweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,3,Raz Bring,N/A,Maor Kazalkopy,N/A,TKO (strikes),,def.,01:40,Bantamweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Jackie Gosh,N/A,Joaquin Buckley,N/A,TKO (punches),,def.,02:44,Welterweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Alexander Nikulin,N/A,Avi Baron,N/A,TKO (strikes),,def.,00:54,Middleweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Honor Kelesh,N/A,Omri Barel,N/A,Submission (rear-naked choke),,def.,03:02,Bantamweight,,,,,,,,,,,,,
,"Tel Aviv, Israel","November 10, 2016",Bellator 164: Koreshkov vs. Lima 2,1,Haim Gozali,N/A,Zane Clerk,N/A,Submission (heel hook),,def.,01:41,Welterweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,5,Michael Chandler,/wiki/Michael_Chandler,Benson Henderson,/wiki/Benson_Henderson,"Decision (split) (48-46, 46-48, 48-47)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,Michael Page,/wiki/Michael_Page_(fighter),Fernando Gonzalez,/wiki/Fernando_Gonzalez_(fighter),"Decision (split) (29-28, 27-30, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,Adam Piccolotti,/wiki/Adam_Piccolotti,Brandon Girtz,/wiki/Brandon_Girtz,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,1,Keri Anne Melendez,N/A,Sheila Padilla,N/A,KO (punch),,def.,00:47,Women's Strawweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,Linton Vassell,/wiki/Linton_Vassell,Francis Carmont,/wiki/Francis_Carmont,"Decision (unanimous) (30-26, 30-26, 30-25)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,2,Aaron Hamilton,N/A,Kevin Ferguson Jr,N/A,Submission (guillotine choke),,def.,03:00,Welterweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,Carrington Banks,N/A,Jake Roberts,N/A,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,1,Dominic Sumer,N/A,Justin Roswell,N/A,TKO (punches),,def.,02:09,Welterweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,Dwight Grant,N/A,Danasabe Mohammed,N/A,"Decision (unanimous) (30-27, 30-26, 30-26)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,James Terry,/wiki/James_Terry_(fighter),Justin Baesman,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,2,Sarah D'Alelio,/wiki/Sarah_D%27Alelio,Jaimelene Nievera,N/A,Submission (armbar),,def.,04:46,Women's Flyweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,1,Diego Herzog,N/A,Nick Pica,N/A,KO (strikes),,def.,01:23,Middleweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,Jeremiah Labiano,N/A,Vince Murdock,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,1,Alvin Cacdac,N/A,Steve Ramirez,N/A,TKO (strikes),,def.,00:31,Bantamweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,Beau Hamilton,N/A,Victor Jones,N/A,TKO (strikes),,def.,00:28,Featherweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,2,J.J. Okanovich,N/A,Luis Vargas,N/A,Submission (armbar),,def.,02:59,Lightweight,,,,,,,,,,,,,
,"San Jose, California","November 19, 2016",Bellator 165: Chandler vs. Henderson,3,Hugo Lujan,N/A,Cesar Gonzalez,N/A,"Decision (split) (29-28, 27-30, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 2, 2016",Bellator 166: Dantas vs. Warren 2,5,Eduardo Dantas,/wiki/Eduardo_Dantas,Joe Warren,/wiki/Joe_Warren_(fighter),"Decision (majority) (47-47, 49-44, 48-46)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 2, 2016",Bellator 166: Dantas vs. Warren 2,3,A.J. McKee,/wiki/A.J._McKee,Ray Wood,N/A,"Decision (unanimous) (29-27, 30-25, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 2, 2016",Bellator 166: Dantas vs. Warren 2,3,Marcos GalvÃ£o,/wiki/Marcos_Galv%C3%A3o,L.C. Davis,/wiki/L.C._Davis,"Decision (split) (28-29, 29-28, 29-28)",,def.,05:00,Catchweight (138 lbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 2, 2016",Bellator 166: Dantas vs. Warren 2,3,Chris Honeycutt,/wiki/Chris_Honeycutt,Ben Reiter,/wiki/Ben_Reiter,"Decision (unanimous) (30-26, 30-25, 30-25)",,def.,05:00,Catchweight (195 lbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 2, 2016",Bellator 166: Dantas vs. Warren 2,1,Gregory Babene,N/A,Emiliano Sordi,N/A,Submission (guillotine choke),,def.,03:11,Middleweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 2, 2016",Bellator 166: Dantas vs. Warren 2,1,Treston Thomison,N/A,Dawond Pickney,N/A,Submission (armbar),,def.,00:51,Catchweight (159 lbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 2, 2016",Bellator 166: Dantas vs. Warren 2,2,Derrick Adkins,N/A,Chris Jones,N/A,Submission (D'Arce choke),,def.,04:09,Catchweight (164 lbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 2, 2016",Bellator 166: Dantas vs. Warren 2,3,Kinny Spotwood,N/A,John King,N/A,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Catchweight (210 lbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,3,Darrion Caldwell,/wiki/Darrion_Caldwell,Joe Taimanglo,/wiki/Joe_Taimanglo,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,3,John Teixeira,/wiki/John_Teixeira,Justin Lawrence,/wiki/Justin_Lawrence,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,3,Ilima-Lei Macfarlane,/wiki/Ilima-Lei_Macfarlane,Emily Ducote,N/A,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Women's Flyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,1,Chidi Njokuani,/wiki/Chidi_Njokuani,AndrÃ© Fialho,N/A,KO (punches),,def.,00:21,Catchweight (175 lbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,3,Jarod Trice,N/A,Tommie Britton,N/A,"Decision (majority) (28-28, 30-25, 30-26)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,3,Justin Patterson,N/A,Codale Ford,N/A,"Decision (unanimous) (29-27, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,3,Jonathan Gary,N/A,Aaron Roberson,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,1,Fernando Gonzalez,N/A,Chris Hicks,N/A,KO (punch),,def.,00:15,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","December 3, 2016",Bellator 167: Caldwell vs. Taimanglo 2,3,Bronson St. Romain,N/A,Joey Soto,N/A,"Decision (unanimous) (29-28, 29-28, 28-27)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,1,Alessio Sakara,/wiki/Alessio_Sakara,Joey Beltran,/wiki/Joey_Beltran,KO (punches),,def.,01:20,Light Heavyweight,,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,1,Goiti Yamauchi,/wiki/Goiti_Yamauchi,Valeriu Mircea,N/A,Submission (triangle choke),,def.,03:33,Lightweight,,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,1,Ed Ruth,/wiki/Ed_Ruth,Emanuele Palombi,N/A,TKO (punches),,def.,01:33,Middleweight,,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,2,Kleber Silva,N/A,Philipe Lins,/wiki/Philipe_Lins,TKO (punches),,def.,03:42,Light Heavyweight,,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,1,John Salter,/wiki/John_Salter,Claudio Annicchiarico,N/A,TKO (punches),,def.,01:40,Middleweight,,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,3,Giorgio Petrosyan,/wiki/Giorgio_Petrosyan,Jordan Watson,/wiki/Jordan_Watson,TKO (referee stoppage),,def.,00:52,Lightweight (Kickboxing),,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,5,Denise Kielholtz,/wiki/Denise_Kielholtz,Gloria Peritore,N/A,"Decision (split) (49-46, 48-47, 50-45)",,def.,03:00,Women's Flyweight (Kickboxing),,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,1,Joe Schilling,/wiki/Joe_Schilling,Vittorio Iermano,N/A,TKO (strikes),,def.,02:43,Middleweight (Kickboxing),,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,3,Karim Ghajji,/wiki/Karim_Ghajji,Luca Novello,N/A,Decision (unanimous),,def.,03:00,Welterweight (Kickboxing),,,,,,,,,,,,,
,"Florence, Italy","December 10, 2016",Bellator 168: Sakara vs. Beltran,2,Kevin Ross,/wiki/Kevin_Ross_(kickboxer),Alessio Arduini,N/A,KO (head kick),,def.,00:42,Bantamweight (Kickboxing),,,,,,,,,,,,,
,"Dublin, Ireland","December 16, 2016",Bellator 169: King Mo vs. Ishii,3,Muhammed Lawal,/wiki/Muhammed_Lawal,Satoshi Ishii,/wiki/Satoshi_Ishii,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Dublin, Ireland","December 16, 2016",Bellator 169: King Mo vs. Ishii,3,James Gallagher,N/A,Anthony Taylor,N/A,Submission (rear-naked choke),,def.,01:52,Featherweight,,,,,,,,,,,,,
,"Dublin, Ireland","December 16, 2016",Bellator 169: King Mo vs. Ishii,3,Sinead Kavanagh,N/A,Elina Kallionidou,N/A,"Decision (unanimous) (30-27, 30-25, 30-26)",,def.,05:00,Women's Bantamweight,,,,,,,,,,,,,
,"Dublin, Ireland","December 16, 2016",Bellator 169: King Mo vs. Ishii,1,Daniel Weichel,/wiki/Daniel_Weichel,Brian Moore,N/A,Submission (arm-triangle choke),,def.,04:44,Featherweight,,,,,,,,,,,,,
